Sentence_ID,Token,BIO_Tag
185,smoked,I-SMOKING
185,1.,I-SMOKING
185,0,I-SMOKING
185,pack,I-SMOKING
185,,I-SMOKING
185,day,I-SMOKING
185,for,I-SMOKING
185,20,I-SMOKING
185,years,I-SMOKING
186,he,B-ALCOHOL_USE
186,has,I-ALCOHOL_USE
186,no,I-ALCOHOL_USE
186,history,I-ALCOHOL_USE
186,of,I-ALCOHOL_USE
186,drinking,I-ALCOHOL_USE
187,he,B-SMOKING
187,has,I-SMOKING
187,indicated,I-SMOKING
187,exposure,I-SMOKING
187,to,I-SMOKING
187,the,I-SMOKING
187,following,I-SMOKING
187,products,I-SMOKING
187,,I-SMOKING
187,cigarettes.,I-SMOKING
188,,B-SOCIAL_SUPPORT
188,lives,I-SOCIAL_SUPPORT
188,alone.,I-SOCIAL_SUPPORT
189,",",B-MENTAL_HEALTH
189,"depression,",I-MENTAL_HEALTH
190,,B-SMOKING
190,smoking,I-SMOKING
190,,I-SMOKING
190,5,I-SMOKING
190,,I-SMOKING
191,quit,B-SMOKING
191,smoking,I-SMOKING
191,17,I-SMOKING
191,years,I-SMOKING
191,ago,I-SMOKING
191,but,I-SMOKING
191,had,I-SMOKING
191,smoked,I-SMOKING
191,1.,I-SMOKING
191,0,I-SMOKING
191,pack,I-SMOKING
191,,I-SMOKING
191,day,I-SMOKING
191,for,I-SMOKING
191,20,I-SMOKING
191,years,I-SMOKING
192,he,B-ALCOHOL_USE
192,has,I-ALCOHOL_USE
192,no,I-ALCOHOL_USE
192,history,I-ALCOHOL_USE
192,of,I-ALCOHOL_USE
192,drinking,I-ALCOHOL_USE
193,he,B-SMOKING
193,has,I-SMOKING
193,indicated,I-SMOKING
193,exposure,I-SMOKING
193,to,I-SMOKING
193,the,I-SMOKING
193,following,I-SMOKING
193,products,I-SMOKING
193,,I-SMOKING
193,cigarettes.,I-SMOKING
194,,B-SOCIAL_SUPPORT
194,lives,I-SOCIAL_SUPPORT
194,alone.,I-SOCIAL_SUPPORT
195,",",B-MENTAL_HEALTH
195,"depression,",I-MENTAL_HEALTH
196,quit,B-SMOKING
196,smoking,I-SMOKING
196,17,I-SMOKING
196,years,I-SMOKING
196,ago,I-SMOKING
196,but,I-SMOKING
196,had,I-SMOKING
196,smoked,I-SMOKING
196,1.,I-SMOKING
196,0,I-SMOKING
196,pack,I-SMOKING
196,,I-SMOKING
196,day,I-SMOKING
196,for,I-SMOKING
196,20,I-SMOKING
196,years,I-SMOKING
197,he,B-ALCOHOL_USE
197,has,I-ALCOHOL_USE
197,no,I-ALCOHOL_USE
197,history,I-ALCOHOL_USE
197,of,I-ALCOHOL_USE
197,drinking,I-ALCOHOL_USE
198,he,B-SMOKING
198,has,I-SMOKING
198,indicated,I-SMOKING
198,exposure,I-SMOKING
198,to,I-SMOKING
198,the,I-SMOKING
198,following,I-SMOKING
198,products,I-SMOKING
198,,I-SMOKING
198,cigarettes.,I-SMOKING
199,,B-SOCIAL_SUPPORT
199,lives,I-SOCIAL_SUPPORT
199,alone.,I-SOCIAL_SUPPORT
200,quit,B-SMOKING
200,smoking,I-SMOKING
200,17,I-SMOKING
200,years,I-SMOKING
200,ago,I-SMOKING
200,but,I-SMOKING
200,had,I-SMOKING
200,smoked,I-SMOKING
200,1.,I-SMOKING
200,0,I-SMOKING
200,pack,I-SMOKING
200,,I-SMOKING
200,day,I-SMOKING
200,for,I-SMOKING
200,20,I-SMOKING
200,years,I-SMOKING
201,he,B-ALCOHOL_USE
201,has,I-ALCOHOL_USE
201,no,I-ALCOHOL_USE
201,history,I-ALCOHOL_USE
201,of,I-ALCOHOL_USE
201,drinking,I-ALCOHOL_USE
202,he,B-SMOKING
202,has,I-SMOKING
202,indicated,I-SMOKING
202,exposure,I-SMOKING
202,to,I-SMOKING
202,the,I-SMOKING
202,following,I-SMOKING
202,products,I-SMOKING
202,,I-SMOKING
202,cigarettes.,I-SMOKING
203,,B-SOCIAL_SUPPORT
203,lives,I-SOCIAL_SUPPORT
203,alone.,I-SOCIAL_SUPPORT
204,total,B-SOCIAL_SUPPORT
204,time,I-SOCIAL_SUPPORT
204,spent,I-SOCIAL_SUPPORT
204,with,I-SOCIAL_SUPPORT
204,patient,I-SOCIAL_SUPPORT
204,and,I-SOCIAL_SUPPORT
204,,I-SOCIAL_SUPPORT
204,or,I-SOCIAL_SUPPORT
204,family,I-SOCIAL_SUPPORT
204,15minutes.,I-SOCIAL_SUPPORT
205,quit,B-SMOKING
205,smoking,I-SMOKING
205,17,I-SMOKING
205,years,I-SMOKING
205,ago,I-SMOKING
205,but,I-SMOKING
205,had,I-SMOKING
205,smoked,I-SMOKING
205,1.,I-SMOKING
205,0,I-SMOKING
205,pack,I-SMOKING
205,,I-SMOKING
205,day,I-SMOKING
205,for,I-SMOKING
205,20,I-SMOKING
205,years,I-SMOKING
206,he,B-ALCOHOL_USE
206,has,I-ALCOHOL_USE
206,no,I-ALCOHOL_USE
206,history,I-ALCOHOL_USE
206,of,I-ALCOHOL_USE
206,drinking,I-ALCOHOL_USE
207,he,B-SMOKING
207,has,I-SMOKING
207,indicated,I-SMOKING
207,exposure,I-SMOKING
207,to,I-SMOKING
207,the,I-SMOKING
207,following,I-SMOKING
207,products,I-SMOKING
207,,I-SMOKING
207,cigarettes.,I-SMOKING
208,,B-SOCIAL_SUPPORT
208,lives,I-SOCIAL_SUPPORT
208,alone.,I-SOCIAL_SUPPORT
209,quit,B-SMOKING
209,smoking,I-SMOKING
209,17,I-SMOKING
209,years,I-SMOKING
209,ago,I-SMOKING
209,but,I-SMOKING
209,had,I-SMOKING
209,smoked,I-SMOKING
209,1.,I-SMOKING
209,0,I-SMOKING
209,pack,I-SMOKING
209,,I-SMOKING
209,day,I-SMOKING
209,for,I-SMOKING
209,20,I-SMOKING
209,years,I-SMOKING
210,he,B-ALCOHOL_USE
210,has,I-ALCOHOL_USE
210,no,I-ALCOHOL_USE
210,history,I-ALCOHOL_USE
210,of,I-ALCOHOL_USE
210,drinking,I-ALCOHOL_USE
211,he,B-SMOKING
211,has,I-SMOKING
211,indicated,I-SMOKING
211,exposure,I-SMOKING
211,to,I-SMOKING
211,the,I-SMOKING
211,following,I-SMOKING
211,products,I-SMOKING
211,,I-SMOKING
211,cigarettes.,I-SMOKING
212,,B-SOCIAL_SUPPORT
212,lives,I-SOCIAL_SUPPORT
212,alone.,I-SOCIAL_SUPPORT
213,",",B-MENTAL_HEALTH
213,"depression,",I-MENTAL_HEALTH
214,quit,B-SMOKING
214,smoking,I-SMOKING
214,17,I-SMOKING
214,years,I-SMOKING
214,ago,I-SMOKING
214,but,I-SMOKING
214,had,I-SMOKING
214,smoked,I-SMOKING
214,1.,I-SMOKING
214,0,I-SMOKING
214,pack,I-SMOKING
214,,I-SMOKING
214,day,I-SMOKING
214,for,I-SMOKING
214,20,I-SMOKING
214,years,I-SMOKING
215,he,B-ALCOHOL_USE
215,has,I-ALCOHOL_USE
215,no,I-ALCOHOL_USE
215,history,I-ALCOHOL_USE
215,of,I-ALCOHOL_USE
215,drinking,I-ALCOHOL_USE
216,he,B-SMOKING
216,has,I-SMOKING
216,indicated,I-SMOKING
216,exposure,I-SMOKING
216,to,I-SMOKING
216,the,I-SMOKING
216,following,I-SMOKING
216,products,I-SMOKING
216,,I-SMOKING
216,cigarettes.,I-SMOKING
217,,B-SOCIAL_SUPPORT
217,lives,I-SOCIAL_SUPPORT
217,alone.,I-SOCIAL_SUPPORT
218,0,B-SMOKING
218,,I-SMOKING
218,smoking,I-SMOKING
218,,I-SMOKING
218,0,I-SMOKING
218,,I-SMOKING
218,performed,I-SMOKING
218,on,I-SMOKING
218,,I-SMOKING
218,date,I-SMOKING
219,quit,B-SMOKING
219,smoking,I-SMOKING
219,17,I-SMOKING
219,years,I-SMOKING
219,ago,I-SMOKING
219,but,I-SMOKING
219,had,I-SMOKING
219,smoked,I-SMOKING
219,1.,I-SMOKING
219,0,I-SMOKING
219,pack,I-SMOKING
219,,I-SMOKING
219,day,I-SMOKING
219,for,I-SMOKING
219,20,I-SMOKING
219,years,I-SMOKING
220,he,B-ALCOHOL_USE
220,has,I-ALCOHOL_USE
220,no,I-ALCOHOL_USE
220,history,I-ALCOHOL_USE
220,of,I-ALCOHOL_USE
220,drinking,I-ALCOHOL_USE
221,he,B-SMOKING
221,has,I-SMOKING
221,indicated,I-SMOKING
221,exposure,I-SMOKING
221,to,I-SMOKING
221,the,I-SMOKING
221,following,I-SMOKING
221,products,I-SMOKING
221,,I-SMOKING
221,cigarettes.,I-SMOKING
222,,B-SOCIAL_SUPPORT
222,lives,I-SOCIAL_SUPPORT
222,alone.,I-SOCIAL_SUPPORT
223,depression,B-MENTAL_HEALTH
224,no,B-SMOKING
224,,I-SMOKING
224,smoking,I-SMOKING
224,,I-SMOKING
224,5,I-SMOKING
224,,I-SMOKING
225,quit,B-SMOKING
225,smoking,I-SMOKING
225,17,I-SMOKING
225,years,I-SMOKING
225,ago,I-SMOKING
225,but,I-SMOKING
225,had,I-SMOKING
225,smoked,I-SMOKING
225,1.,I-SMOKING
225,0,I-SMOKING
225,pack,I-SMOKING
225,,I-SMOKING
225,day,I-SMOKING
225,for,I-SMOKING
225,20,I-SMOKING
225,years,I-SMOKING
226,he,B-ALCOHOL_USE
226,has,I-ALCOHOL_USE
226,no,I-ALCOHOL_USE
226,history,I-ALCOHOL_USE
226,of,I-ALCOHOL_USE
226,drinking,I-ALCOHOL_USE
227,he,B-SMOKING
227,has,I-SMOKING
227,indicated,I-SMOKING
227,exposure,I-SMOKING
227,to,I-SMOKING
227,the,I-SMOKING
227,following,I-SMOKING
227,products,I-SMOKING
227,,I-SMOKING
227,cigarettes.,I-SMOKING
228,,B-SOCIAL_SUPPORT
228,lives,I-SOCIAL_SUPPORT
228,alone.,I-SOCIAL_SUPPORT
229,no,B-SMOKING
229,,I-SMOKING
229,smoking,I-SMOKING
229,,I-SMOKING
229,5,I-SMOKING
229,,I-SMOKING
230,quit,B-SMOKING
230,smoking,I-SMOKING
230,17,I-SMOKING
230,years,I-SMOKING
230,ago,I-SMOKING
230,but,I-SMOKING
230,had,I-SMOKING
230,smoked,I-SMOKING
230,1.,I-SMOKING
230,0,I-SMOKING
230,pack,I-SMOKING
230,,I-SMOKING
230,day,I-SMOKING
230,for,I-SMOKING
230,20,I-SMOKING
230,years,I-SMOKING
231,he,B-ALCOHOL_USE
231,has,I-ALCOHOL_USE
231,no,I-ALCOHOL_USE
231,history,I-ALCOHOL_USE
231,of,I-ALCOHOL_USE
231,drinking,I-ALCOHOL_USE
232,he,B-SMOKING
232,has,I-SMOKING
232,indicated,I-SMOKING
232,exposure,I-SMOKING
232,to,I-SMOKING
232,the,I-SMOKING
232,following,I-SMOKING
232,products,I-SMOKING
232,,I-SMOKING
232,cigarettes.,I-SMOKING
233,,B-SOCIAL_SUPPORT
233,lives,I-SOCIAL_SUPPORT
233,alone.,I-SOCIAL_SUPPORT
234,total,B-SOCIAL_SUPPORT
234,time,I-SOCIAL_SUPPORT
234,spent,I-SOCIAL_SUPPORT
234,with,I-SOCIAL_SUPPORT
234,patient,I-SOCIAL_SUPPORT
234,and,I-SOCIAL_SUPPORT
234,,I-SOCIAL_SUPPORT
234,or,I-SOCIAL_SUPPORT
234,family,I-SOCIAL_SUPPORT
235,quit,B-SMOKING
235,smoking,I-SMOKING
235,17,I-SMOKING
235,years,I-SMOKING
235,ago,I-SMOKING
235,but,I-SMOKING
235,had,I-SMOKING
235,smoked,I-SMOKING
235,1.,I-SMOKING
235,0,I-SMOKING
235,pack,I-SMOKING
235,,I-SMOKING
235,day,I-SMOKING
235,for,I-SMOKING
235,20,I-SMOKING
235,years,I-SMOKING
236,he,B-ALCOHOL_USE
236,has,I-ALCOHOL_USE
236,no,I-ALCOHOL_USE
236,history,I-ALCOHOL_USE
236,of,I-ALCOHOL_USE
236,drinking,I-ALCOHOL_USE
237,he,B-SMOKING
237,has,I-SMOKING
237,indicated,I-SMOKING
237,exposure,I-SMOKING
237,to,I-SMOKING
237,the,I-SMOKING
237,following,I-SMOKING
237,products,I-SMOKING
237,,I-SMOKING
237,cigarettes.,I-SMOKING
238,,B-SOCIAL_SUPPORT
238,lives,I-SOCIAL_SUPPORT
238,alone.,I-SOCIAL_SUPPORT
239,no,B-SMOKING
239,,I-SMOKING
239,smoking,I-SMOKING
239,,I-SMOKING
239,5,I-SMOKING
239,,I-SMOKING
239,performed,I-SMOKING
239,on,I-SMOKING
239,,I-SMOKING
239,date,I-SMOKING
240,quit,B-SMOKING
240,smoking,I-SMOKING
240,17,I-SMOKING
240,years,I-SMOKING
240,ago,I-SMOKING
240,but,I-SMOKING
240,had,I-SMOKING
240,smoked,I-SMOKING
240,1.,I-SMOKING
240,0,I-SMOKING
240,pack,I-SMOKING
240,,I-SMOKING
240,day,I-SMOKING
240,for,I-SMOKING
240,20,I-SMOKING
240,years,I-SMOKING
241,he,B-ALCOHOL_USE
241,has,I-ALCOHOL_USE
241,no,I-ALCOHOL_USE
241,history,I-ALCOHOL_USE
241,of,I-ALCOHOL_USE
241,drinking,I-ALCOHOL_USE
242,he,B-SMOKING
242,has,I-SMOKING
242,indicated,I-SMOKING
242,exposure,I-SMOKING
242,to,I-SMOKING
242,the,I-SMOKING
242,following,I-SMOKING
242,products,I-SMOKING
242,,I-SMOKING
242,cigarettes.,I-SMOKING
243,,B-SOCIAL_SUPPORT
243,lives,I-SOCIAL_SUPPORT
243,alone.,I-SOCIAL_SUPPORT
244,",",B-MENTAL_HEALTH
244,"depression,",I-MENTAL_HEALTH
245,quit,B-SMOKING
245,smoking,I-SMOKING
245,17,I-SMOKING
245,years,I-SMOKING
245,ago,I-SMOKING
245,but,I-SMOKING
245,had,I-SMOKING
245,smoked,I-SMOKING
245,1.,I-SMOKING
245,0,I-SMOKING
245,pack,I-SMOKING
245,,I-SMOKING
245,day,I-SMOKING
245,for,I-SMOKING
245,20,I-SMOKING
245,years,I-SMOKING
246,he,B-ALCOHOL_USE
246,has,I-ALCOHOL_USE
246,no,I-ALCOHOL_USE
246,history,I-ALCOHOL_USE
246,of,I-ALCOHOL_USE
246,drinking,I-ALCOHOL_USE
247,he,B-SMOKING
247,has,I-SMOKING
247,indicated,I-SMOKING
247,exposure,I-SMOKING
247,to,I-SMOKING
247,the,I-SMOKING
247,following,I-SMOKING
247,products,I-SMOKING
247,,I-SMOKING
247,cigarettes.,I-SMOKING
248,,B-SOCIAL_SUPPORT
248,lives,I-SOCIAL_SUPPORT
248,alone.,I-SOCIAL_SUPPORT
249,97,B-SMOKING
249,,I-SMOKING
249,,I-SMOKING
249,fall,I-SMOKING
249,risk,I-SMOKING
249,,I-SMOKING
249,no,I-SMOKING
249,,I-SMOKING
249,smoking,I-SMOKING
249,,I-SMOKING
249,5,I-SMOKING
249,,I-SMOKING
250,quit,B-SMOKING
250,smoking,I-SMOKING
250,17,I-SMOKING
250,years,I-SMOKING
250,ago,I-SMOKING
250,but,I-SMOKING
250,had,I-SMOKING
250,smoked,I-SMOKING
250,1.,I-SMOKING
250,0,I-SMOKING
250,pack,I-SMOKING
250,,I-SMOKING
250,day,I-SMOKING
250,for,I-SMOKING
250,20,I-SMOKING
250,years,I-SMOKING
251,he,B-ALCOHOL_USE
251,has,I-ALCOHOL_USE
251,no,I-ALCOHOL_USE
251,history,I-ALCOHOL_USE
251,of,I-ALCOHOL_USE
251,drinking,I-ALCOHOL_USE
252,he,B-SMOKING
252,has,I-SMOKING
252,indicated,I-SMOKING
252,exposure,I-SMOKING
252,to,I-SMOKING
252,the,I-SMOKING
252,following,I-SMOKING
252,products,I-SMOKING
252,,I-SMOKING
252,cigarettes.,I-SMOKING
253,,B-SOCIAL_SUPPORT
253,lives,I-SOCIAL_SUPPORT
253,alone.,I-SOCIAL_SUPPORT
254,",",B-MENTAL_HEALTH
254,"depression,",I-MENTAL_HEALTH
255,nutrition,B-FOOD_SECURITY
255,nutrition,B-FOOD_SECURITY
256,list,B-SOCIAL_SUPPORT
256,has,I-SOCIAL_SUPPORT
256,been,I-SOCIAL_SUPPORT
256,reviewed,I-SOCIAL_SUPPORT
256,with,I-SOCIAL_SUPPORT
256,patient,I-SOCIAL_SUPPORT
256,,I-SOCIAL_SUPPORT
256,family.,I-SOCIAL_SUPPORT
257,distress,B-MENTAL_HEALTH
257,screening.,I-MENTAL_HEALTH
258,nutrition,B-FOOD_SECURITY
259,workers,B-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,clergy,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,nutritionists,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,genetic,I-FOOD_SECURITY
259,counselors,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,,I-FOOD_SECURITY
259,financial,I-FOOD_SECURITY
260,told,B-SOCIAL_SUPPORT
260,family,I-SOCIAL_SUPPORT
260,that,I-SOCIAL_SUPPORT
260,he,I-SOCIAL_SUPPORT
260,had,I-SOCIAL_SUPPORT
260,3,I-SOCIAL_SUPPORT
260,months,I-SOCIAL_SUPPORT
260,to,I-SOCIAL_SUPPORT
260,live,I-SOCIAL_SUPPORT
260,and,I-SOCIAL_SUPPORT
260,referred,I-SOCIAL_SUPPORT
260,him,I-SOCIAL_SUPPORT
261,negative,B-MENTAL_HEALTH
261,depression,I-MENTAL_HEALTH
262,with,B-SOCIAL_SUPPORT
262,family,I-SOCIAL_SUPPORT
262,however,I-SOCIAL_SUPPORT
262,currently,I-SOCIAL_SUPPORT
262,not,I-SOCIAL_SUPPORT
262,taking,I-SOCIAL_SUPPORT
262,med,I-SOCIAL_SUPPORT
263,marijuana,B-DRUG_USE
264,family,B-SOCIAL_SUPPORT
264,history,I-SOCIAL_SUPPORT
264,,I-SOCIAL_SUPPORT
265,"depression,",B-MENTAL_HEALTH
266,stressed,B-MENTAL_HEALTH
266,the,I-MENTAL_HEALTH
266,importance,I-MENTAL_HEALTH
266,of,I-MENTAL_HEALTH
266,maintaining,I-MENTAL_HEALTH
267,list,B-SOCIAL_SUPPORT
267,has,I-SOCIAL_SUPPORT
267,been,I-SOCIAL_SUPPORT
267,reviewed,I-SOCIAL_SUPPORT
267,with,I-SOCIAL_SUPPORT
267,patient,I-SOCIAL_SUPPORT
267,,I-SOCIAL_SUPPORT
267,family.,I-SOCIAL_SUPPORT
268,he,B-ALCOHOL_USE
268,is,I-ALCOHOL_USE
268,eating,I-ALCOHOL_USE
268,,I-ALCOHOL_USE
268,drinking,I-ALCOHOL_USE
268,better.,I-ALCOHOL_USE
269,,B-MENTAL_HEALTH
269,depression,I-MENTAL_HEALTH
270,with,B-SOCIAL_SUPPORT
270,family,I-SOCIAL_SUPPORT
270,however,I-SOCIAL_SUPPORT
270,currently,I-SOCIAL_SUPPORT
270,not,I-SOCIAL_SUPPORT
270,taking,I-SOCIAL_SUPPORT
270,"meds,",I-SOCIAL_SUPPORT
270,elavil,I-SOCIAL_SUPPORT
270,stopped,I-SOCIAL_SUPPORT
270,3,I-SOCIAL_SUPPORT
270,yrs,I-SOCIAL_SUPPORT
270,ago,I-SOCIAL_SUPPORT
271,marijuana,B-DRUG_USE
272,family,B-SOCIAL_SUPPORT
272,history,I-SOCIAL_SUPPORT
272,,I-SOCIAL_SUPPORT
273,"depression,",B-MENTAL_HEALTH
274,list,B-SOCIAL_SUPPORT
274,has,I-SOCIAL_SUPPORT
274,been,I-SOCIAL_SUPPORT
274,reviewed,I-SOCIAL_SUPPORT
274,with,I-SOCIAL_SUPPORT
274,patient,I-SOCIAL_SUPPORT
274,,I-SOCIAL_SUPPORT
274,family.,I-SOCIAL_SUPPORT
275,he,B-ALCOHOL_USE
275,is,I-ALCOHOL_USE
275,eating,I-ALCOHOL_USE
275,,I-ALCOHOL_USE
275,drinking,I-ALCOHOL_USE
275,better.,I-ALCOHOL_USE
276,"depression,",B-MENTAL_HEALTH
277,,B-MENTAL_HEALTH
277,depression,I-MENTAL_HEALTH
278,with,B-SOCIAL_SUPPORT
278,family,I-SOCIAL_SUPPORT
278,however,I-SOCIAL_SUPPORT
278,currently,I-SOCIAL_SUPPORT
278,not,I-SOCIAL_SUPPORT
278,taking,I-SOCIAL_SUPPORT
278,"meds,",I-SOCIAL_SUPPORT
278,elavil,I-SOCIAL_SUPPORT
278,stopped,I-SOCIAL_SUPPORT
278,3,I-SOCIAL_SUPPORT
278,yrs,I-SOCIAL_SUPPORT
278,ago,I-SOCIAL_SUPPORT
279,eating,B-ALCOHOL_USE
279,,I-ALCOHOL_USE
279,drinking,I-ALCOHOL_USE
280,,B-MENTAL_HEALTH
280,depression,I-MENTAL_HEALTH
281,with,B-SOCIAL_SUPPORT
281,family,I-SOCIAL_SUPPORT
281,however,I-SOCIAL_SUPPORT
281,currently,I-SOCIAL_SUPPORT
281,not,I-SOCIAL_SUPPORT
281,taking,I-SOCIAL_SUPPORT
281,"meds,",I-SOCIAL_SUPPORT
281,elavil,I-SOCIAL_SUPPORT
281,stopped,I-SOCIAL_SUPPORT
281,3,I-SOCIAL_SUPPORT
281,yrs,I-SOCIAL_SUPPORT
281,ago,I-SOCIAL_SUPPORT
282,marijuana,B-DRUG_USE
283,family,B-SOCIAL_SUPPORT
283,history,I-SOCIAL_SUPPORT
283,,I-SOCIAL_SUPPORT
284,"depression,",B-MENTAL_HEALTH
285,list,B-SOCIAL_SUPPORT
285,has,I-SOCIAL_SUPPORT
285,been,I-SOCIAL_SUPPORT
285,reviewed,I-SOCIAL_SUPPORT
285,with,I-SOCIAL_SUPPORT
285,patient,I-SOCIAL_SUPPORT
285,,I-SOCIAL_SUPPORT
285,family.,I-SOCIAL_SUPPORT
286,,B-MENTAL_HEALTH
286,depression,I-MENTAL_HEALTH
287,with,B-SOCIAL_SUPPORT
287,family,I-SOCIAL_SUPPORT
287,however,I-SOCIAL_SUPPORT
287,currently,I-SOCIAL_SUPPORT
287,not,I-SOCIAL_SUPPORT
287,taking,I-SOCIAL_SUPPORT
287,"meds,",I-SOCIAL_SUPPORT
287,elavil,I-SOCIAL_SUPPORT
287,stopped,I-SOCIAL_SUPPORT
287,3,I-SOCIAL_SUPPORT
287,yrs,I-SOCIAL_SUPPORT
287,ago,I-SOCIAL_SUPPORT
288,drinking,B-ALCOHOL_USE
288,drinking,B-ALCOHOL_USE
289,",",B-ALCOHOL_USE
289,he,I-ALCOHOL_USE
289,is,I-ALCOHOL_USE
289,eating,I-ALCOHOL_USE
289,,I-ALCOHOL_USE
289,drinking,I-ALCOHOL_USE
289,better,I-ALCOHOL_USE
290,,B-MENTAL_HEALTH
290,depression,I-MENTAL_HEALTH
291,with,B-SOCIAL_SUPPORT
291,family,I-SOCIAL_SUPPORT
291,however,I-SOCIAL_SUPPORT
291,currently,I-SOCIAL_SUPPORT
291,not,I-SOCIAL_SUPPORT
291,taking,I-SOCIAL_SUPPORT
291,"meds,",I-SOCIAL_SUPPORT
291,elavil,I-SOCIAL_SUPPORT
291,stopped,I-SOCIAL_SUPPORT
291,3,I-SOCIAL_SUPPORT
291,yrs,I-SOCIAL_SUPPORT
291,ago,I-SOCIAL_SUPPORT
292,marijuana,B-DRUG_USE
293,family,B-SOCIAL_SUPPORT
293,history,I-SOCIAL_SUPPORT
293,,I-SOCIAL_SUPPORT
294,"depression,",B-MENTAL_HEALTH
295,drinking,B-ALCOHOL_USE
295,better.,I-ALCOHOL_USE
296,list,B-SOCIAL_SUPPORT
296,has,I-SOCIAL_SUPPORT
296,been,I-SOCIAL_SUPPORT
296,reviewed,I-SOCIAL_SUPPORT
296,with,I-SOCIAL_SUPPORT
296,patient,I-SOCIAL_SUPPORT
296,,I-SOCIAL_SUPPORT
296,family.,I-SOCIAL_SUPPORT
296,list,B-SOCIAL_SUPPORT
296,has,I-SOCIAL_SUPPORT
296,been,I-SOCIAL_SUPPORT
296,reviewed,I-SOCIAL_SUPPORT
296,with,I-SOCIAL_SUPPORT
296,patient,I-SOCIAL_SUPPORT
296,,I-SOCIAL_SUPPORT
296,family.,I-SOCIAL_SUPPORT
296,list,B-SOCIAL_SUPPORT
296,has,I-SOCIAL_SUPPORT
296,been,I-SOCIAL_SUPPORT
296,reviewed,I-SOCIAL_SUPPORT
296,with,I-SOCIAL_SUPPORT
296,patient,I-SOCIAL_SUPPORT
296,,I-SOCIAL_SUPPORT
296,family.,I-SOCIAL_SUPPORT
296,list,B-SOCIAL_SUPPORT
296,has,I-SOCIAL_SUPPORT
296,been,I-SOCIAL_SUPPORT
296,reviewed,I-SOCIAL_SUPPORT
296,with,I-SOCIAL_SUPPORT
296,patient,I-SOCIAL_SUPPORT
296,,I-SOCIAL_SUPPORT
296,family.,I-SOCIAL_SUPPORT
297,family,B-SOCIAL_SUPPORT
298,"depression,",B-MENTAL_HEALTH
299,depression,B-MENTAL_HEALTH
300,with,B-SOCIAL_SUPPORT
300,family,I-SOCIAL_SUPPORT
300,however,I-SOCIAL_SUPPORT
300,currently,I-SOCIAL_SUPPORT
