Sentence_ID,Token,BIO_Tag
300,not,I-SOCIAL_SUPPORT
300,taking,I-SOCIAL_SUPPORT
300,med,I-SOCIAL_SUPPORT
301,list,B-SOCIAL_SUPPORT
301,has,I-SOCIAL_SUPPORT
301,been,I-SOCIAL_SUPPORT
301,reviewed,I-SOCIAL_SUPPORT
301,with,I-SOCIAL_SUPPORT
301,patient,I-SOCIAL_SUPPORT
301,,I-SOCIAL_SUPPORT
301,family.,I-SOCIAL_SUPPORT
302,,B-MENTAL_HEALTH
302,depression,I-MENTAL_HEALTH
303,with,B-SOCIAL_SUPPORT
303,family,I-SOCIAL_SUPPORT
303,however,I-SOCIAL_SUPPORT
303,currently,I-SOCIAL_SUPPORT
303,not,I-SOCIAL_SUPPORT
303,taking,I-SOCIAL_SUPPORT
303,"meds,",I-SOCIAL_SUPPORT
303,elavil,I-SOCIAL_SUPPORT
303,stopped,I-SOCIAL_SUPPORT
303,3,I-SOCIAL_SUPPORT
303,yrs,I-SOCIAL_SUPPORT
303,ago,I-SOCIAL_SUPPORT
304,list,B-SOCIAL_SUPPORT
304,has,I-SOCIAL_SUPPORT
304,been,I-SOCIAL_SUPPORT
304,reviewed,I-SOCIAL_SUPPORT
304,with,I-SOCIAL_SUPPORT
304,patient,I-SOCIAL_SUPPORT
304,,I-SOCIAL_SUPPORT
304,family.,I-SOCIAL_SUPPORT
304,list,B-SOCIAL_SUPPORT
304,has,I-SOCIAL_SUPPORT
304,been,I-SOCIAL_SUPPORT
304,reviewed,I-SOCIAL_SUPPORT
304,with,I-SOCIAL_SUPPORT
304,patient,I-SOCIAL_SUPPORT
304,,I-SOCIAL_SUPPORT
304,family.,I-SOCIAL_SUPPORT
305,in,B-SOCIAL_SUPPORT
305,family,I-SOCIAL_SUPPORT
305,visited,I-SOCIAL_SUPPORT
305,in,I-SOCIAL_SUPPORT
305,infusion,I-SOCIAL_SUPPORT
305,center,I-SOCIAL_SUPPORT
305,-,I-SOCIAL_SUPPORT
305,pt,I-SOCIAL_SUPPORT
305,is,I-SOCIAL_SUPPORT
305,doing,I-SOCIAL_SUPPORT
305,well,I-SOCIAL_SUPPORT
306,,B-MENTAL_HEALTH
306,depression,I-MENTAL_HEALTH
307,with,B-SOCIAL_SUPPORT
307,family,I-SOCIAL_SUPPORT
307,however,I-SOCIAL_SUPPORT
307,currently,I-SOCIAL_SUPPORT
307,not,I-SOCIAL_SUPPORT
307,taking,I-SOCIAL_SUPPORT
307,"meds,",I-SOCIAL_SUPPORT
307,elavil,I-SOCIAL_SUPPORT
307,stopped,I-SOCIAL_SUPPORT
307,3,I-SOCIAL_SUPPORT
307,yrs,I-SOCIAL_SUPPORT
307,ago,I-SOCIAL_SUPPORT
308,,B-MENTAL_HEALTH
308,depression,I-MENTAL_HEALTH
309,with,B-SOCIAL_SUPPORT
309,family,I-SOCIAL_SUPPORT
309,however,I-SOCIAL_SUPPORT
309,currently,I-SOCIAL_SUPPORT
309,not,I-SOCIAL_SUPPORT
309,taking,I-SOCIAL_SUPPORT
309,"meds,",I-SOCIAL_SUPPORT
309,elavil,I-SOCIAL_SUPPORT
309,stopped,I-SOCIAL_SUPPORT
309,3,I-SOCIAL_SUPPORT
309,yrs,I-SOCIAL_SUPPORT
309,ago,I-SOCIAL_SUPPORT
310,told,B-SOCIAL_SUPPORT
310,family,I-SOCIAL_SUPPORT
310,that,I-SOCIAL_SUPPORT
310,he,I-SOCIAL_SUPPORT
310,had,I-SOCIAL_SUPPORT
310,3,I-SOCIAL_SUPPORT
310,months,I-SOCIAL_SUPPORT
310,to,I-SOCIAL_SUPPORT
310,live,I-SOCIAL_SUPPORT
310,and,I-SOCIAL_SUPPORT
310,referred,I-SOCIAL_SUPPORT
310,him,I-SOCIAL_SUPPORT
311,he,B-SMOKING
311,is,I-SMOKING
311,smoking,I-SMOKING
311,as,I-SMOKING
311,well.,I-SMOKING
311,he,I-SMOKING
311,has,I-SMOKING
312,history,B-SMOKING
312,,I-SMOKING
312,diagnoses,I-SMOKING
312,,I-SMOKING
312,personal,I-SMOKING
312,history,I-SMOKING
312,of,I-SMOKING
312,tobacco,I-SMOKING
312,use.,I-SMOKING
313,",",B-MENTAL_HEALTH
313,"depression,",I-MENTAL_HEALTH
314,today,B-SMOKING
314,with,I-SMOKING
314,coags,I-SMOKING
314,-,I-SMOKING
314,remove,I-SMOKING
314,port,I-SMOKING
314,-,I-SMOKING
314,encouraged,I-SMOKING
314,follow,I-SMOKING
314,up,I-SMOKING
314,-,I-SMOKING
314,stop,I-SMOKING
314,smoking,I-SMOKING
314,,I-SMOKING
314,pt,I-SMOKING
314,had,I-SMOKING
314,bleomycin,I-SMOKING
314,-,I-SMOKING
314,-,I-SMOKING
314,this,I-SMOKING
314,was,I-SMOKING
314,described,I-SMOKING
315,smoking,B-SMOKING
315,-,I-SMOKING
315,strongly,I-SMOKING
315,encouraged,I-SMOKING
315,cessation,I-SMOKING
315,rtc,I-SMOKING
315,4,I-SMOKING
316,of,B-SMOKING
316,tobacco,I-SMOKING
316,"use,",I-SMOKING
316,diagnosed,I-SMOKING
316,,I-SMOKING
316,date,I-SMOKING
317,,B-MENTAL_HEALTH
317,depression,I-MENTAL_HEALTH
318,with,B-SOCIAL_SUPPORT
318,family,I-SOCIAL_SUPPORT
318,however,I-SOCIAL_SUPPORT
318,currently,I-SOCIAL_SUPPORT
318,not,I-SOCIAL_SUPPORT
318,taking,I-SOCIAL_SUPPORT
318,"meds,",I-SOCIAL_SUPPORT
318,elavil,I-SOCIAL_SUPPORT
318,stopped,I-SOCIAL_SUPPORT
318,3,I-SOCIAL_SUPPORT
318,yrs,I-SOCIAL_SUPPORT
318,ago,I-SOCIAL_SUPPORT
319,he,B-SMOKING
319,has,I-SMOKING
319,stopped,I-SMOKING
319,smoking,I-SMOKING
319,because,I-SMOKING
320,,B-MENTAL_HEALTH
320,depression,I-MENTAL_HEALTH
321,with,B-SOCIAL_SUPPORT
321,family,I-SOCIAL_SUPPORT
321,however,I-SOCIAL_SUPPORT
321,currently,I-SOCIAL_SUPPORT
321,not,I-SOCIAL_SUPPORT
321,taking,I-SOCIAL_SUPPORT
321,"meds,",I-SOCIAL_SUPPORT
321,elavil,I-SOCIAL_SUPPORT
321,stopped,I-SOCIAL_SUPPORT
321,3,I-SOCIAL_SUPPORT
321,yrs,I-SOCIAL_SUPPORT
321,ago,I-SOCIAL_SUPPORT
322,",",B-MENTAL_HEALTH
322,"depression,",I-MENTAL_HEALTH
323,-,B-SMOKING
323,encouraged,I-SMOKING
323,follow,I-SMOKING
323,up,I-SMOKING
323,-,I-SMOKING
323,stop,I-SMOKING
323,smoking,I-SMOKING
323,permanently,I-SMOKING
323,,I-SMOKING
323,pt,I-SMOKING
323,had,I-SMOKING
323,bleomycin,I-SMOKING
323,-,I-SMOKING
323,-,I-SMOKING
323,this,I-SMOKING
323,was,I-SMOKING
323,described,I-SMOKING
323,to,I-SMOKING
323,pt,I-SMOKING
323,in,I-SMOKING
323,great,I-SMOKING
323,detail,I-SMOKING
323,,I-SMOKING
323,2.,I-SMOKING
324,smoking,B-SMOKING
324,-,I-SMOKING
324,patient,I-SMOKING
324,seems,I-SMOKING
324,motivated,I-SMOKING
324,to,I-SMOKING
324,permanently,I-SMOKING
324,quit,I-SMOKING
324,smoking.,I-SMOKING
325,he,B-SMOKING
325,has,I-SMOKING
325,stopped,I-SMOKING
325,smoking,I-SMOKING
325,because,I-SMOKING
326,,B-MENTAL_HEALTH
326,depression,I-MENTAL_HEALTH
327,with,B-SOCIAL_SUPPORT
327,family,I-SOCIAL_SUPPORT
327,however,I-SOCIAL_SUPPORT
327,currently,I-SOCIAL_SUPPORT
327,not,I-SOCIAL_SUPPORT
327,taking,I-SOCIAL_SUPPORT
327,"meds,",I-SOCIAL_SUPPORT
327,elavil,I-SOCIAL_SUPPORT
327,stopped,I-SOCIAL_SUPPORT
327,3,I-SOCIAL_SUPPORT
327,yrs,I-SOCIAL_SUPPORT
327,ago,I-SOCIAL_SUPPORT
328,",",B-MENTAL_HEALTH
328,"depression,",I-MENTAL_HEALTH
329,-,B-SMOKING
329,encouraged,I-SMOKING
329,follow,I-SMOKING
329,up,I-SMOKING
329,-,I-SMOKING
329,stop,I-SMOKING
329,smoking,I-SMOKING
329,permanently,I-SMOKING
329,,I-SMOKING
329,pt,I-SMOKING
329,had,I-SMOKING
329,bleomycin,I-SMOKING
329,-,I-SMOKING
329,-,I-SMOKING
329,this,I-SMOKING
329,was,I-SMOKING
329,described,I-SMOKING
329,to,I-SMOKING
329,pt,I-SMOKING
329,in,I-SMOKING
329,great,I-SMOKING
329,detail,I-SMOKING
329,,I-SMOKING
329,2.,I-SMOKING
330,smoking,B-SMOKING
330,-,I-SMOKING
330,patient,I-SMOKING
330,seems,I-SMOKING
330,motivated,I-SMOKING
330,to,I-SMOKING
330,permanently,I-SMOKING
330,quit,I-SMOKING
330,smoking.,I-SMOKING
331,of,B-SMOKING
331,tobacco,I-SMOKING
331,"use,",I-SMOKING
331,diagnosed,I-SMOKING
331,,I-SMOKING
331,date,I-SMOKING
332,,B-MENTAL_HEALTH
332,depression,I-MENTAL_HEALTH
333,with,B-SOCIAL_SUPPORT
333,family,I-SOCIAL_SUPPORT
333,however,I-SOCIAL_SUPPORT
333,currently,I-SOCIAL_SUPPORT
333,not,I-SOCIAL_SUPPORT
333,taking,I-SOCIAL_SUPPORT
333,"meds,",I-SOCIAL_SUPPORT
333,elavil,I-SOCIAL_SUPPORT
333,stopped,I-SOCIAL_SUPPORT
333,3,I-SOCIAL_SUPPORT
333,yrs,I-SOCIAL_SUPPORT
333,ago,I-SOCIAL_SUPPORT
334,,B-MENTAL_HEALTH
334,depression,I-MENTAL_HEALTH
335,with,B-SOCIAL_SUPPORT
335,family,I-SOCIAL_SUPPORT
335,however,I-SOCIAL_SUPPORT
335,currently,I-SOCIAL_SUPPORT
335,not,I-SOCIAL_SUPPORT
335,taking,I-SOCIAL_SUPPORT
335,"meds,",I-SOCIAL_SUPPORT
335,elavil,I-SOCIAL_SUPPORT
335,stopped,I-SOCIAL_SUPPORT
335,3,I-SOCIAL_SUPPORT
335,yrs,I-SOCIAL_SUPPORT
335,ago,I-SOCIAL_SUPPORT
336,daily,B-SOCIAL_SUPPORT
336,family,I-SOCIAL_SUPPORT
336,history,I-SOCIAL_SUPPORT
336,,I-SOCIAL_SUPPORT
336,grandfather,I-SOCIAL_SUPPORT
336,,I-SOCIAL_SUPPORT
337,marijuana,B-DRUG_USE
338,"depression,",B-MENTAL_HEALTH
339,,B-MENTAL_HEALTH
339,depression,I-MENTAL_HEALTH
340,with,B-SOCIAL_SUPPORT
340,family,I-SOCIAL_SUPPORT
340,however,I-SOCIAL_SUPPORT
340,currently,I-SOCIAL_SUPPORT
340,not,I-SOCIAL_SUPPORT
340,taking,I-SOCIAL_SUPPORT
340,"meds,",I-SOCIAL_SUPPORT
340,elavil,I-SOCIAL_SUPPORT
340,stopped,I-SOCIAL_SUPPORT
340,3,I-SOCIAL_SUPPORT
340,yrs,I-SOCIAL_SUPPORT
340,ago,I-SOCIAL_SUPPORT
341,daily,B-SOCIAL_SUPPORT
341,family,I-SOCIAL_SUPPORT
341,history,I-SOCIAL_SUPPORT
341,,I-SOCIAL_SUPPORT
341,grandfather,I-SOCIAL_SUPPORT
341,,I-SOCIAL_SUPPORT
342,marijuana,B-DRUG_USE
343,"depression,",B-MENTAL_HEALTH
344,of,B-SMOKING
344,tobacco,I-SMOKING
344,"use,",I-SMOKING
344,diagnosed,I-SMOKING
344,,I-SMOKING
344,date,I-SMOKING
345,,B-MENTAL_HEALTH
345,depression,I-MENTAL_HEALTH
346,with,B-SOCIAL_SUPPORT
346,family,I-SOCIAL_SUPPORT
346,however,I-SOCIAL_SUPPORT
346,currently,I-SOCIAL_SUPPORT
346,not,I-SOCIAL_SUPPORT
346,taking,I-SOCIAL_SUPPORT
346,"meds,",I-SOCIAL_SUPPORT
346,elavil,I-SOCIAL_SUPPORT
346,stopped,I-SOCIAL_SUPPORT
346,3,I-SOCIAL_SUPPORT
346,yrs,I-SOCIAL_SUPPORT
346,ago,I-SOCIAL_SUPPORT
347,of,B-SMOKING
347,tobacco,I-SMOKING
347,"use,",I-SMOKING
347,diagnosed,I-SMOKING
347,,I-SMOKING
347,date,I-SMOKING
348,,B-MENTAL_HEALTH
348,depression,I-MENTAL_HEALTH
349,with,B-SOCIAL_SUPPORT
349,family,I-SOCIAL_SUPPORT
349,however,I-SOCIAL_SUPPORT
349,currently,I-SOCIAL_SUPPORT
349,not,I-SOCIAL_SUPPORT
349,taking,I-SOCIAL_SUPPORT
349,"meds,",I-SOCIAL_SUPPORT
349,elavil,I-SOCIAL_SUPPORT
349,stopped,I-SOCIAL_SUPPORT
349,3,I-SOCIAL_SUPPORT
349,yrs,I-SOCIAL_SUPPORT
349,ago,I-SOCIAL_SUPPORT
350,,B-MENTAL_HEALTH
350,depression,I-MENTAL_HEALTH
351,with,B-SOCIAL_SUPPORT
351,family,I-SOCIAL_SUPPORT
351,however,I-SOCIAL_SUPPORT
351,currently,I-SOCIAL_SUPPORT
351,not,I-SOCIAL_SUPPORT
351,taking,I-SOCIAL_SUPPORT
351,"meds,",I-SOCIAL_SUPPORT
351,elavil,I-SOCIAL_SUPPORT
351,stopped,I-SOCIAL_SUPPORT
351,3,I-SOCIAL_SUPPORT
351,yrs,I-SOCIAL_SUPPORT
351,ago,I-SOCIAL_SUPPORT
352,he,B-SMOKING
352,continues,I-SMOKING
352,to,I-SMOKING
352,smoke,I-SMOKING
352,1,I-SMOKING
352,ppd,I-SMOKING
352,and,I-SMOKING
352,is,I-SMOKING
352,awaiting,I-SMOKING
352,a,I-SMOKING
352,smoking,I-SMOKING
352,cessation,I-SMOKING
352,group,I-SMOKING
352,here,I-SMOKING
352,at,I-SMOKING
352,guh,I-SMOKING
353,is,B-HOUSING
353,homeless,I-HOUSING
353,and,I-HOUSING
354,shelter,B-HOUSING
355,schizophrenia.,B-MENTAL_HEALTH
356,,B-HOUSING
356,homeless.,I-HOUSING
357,",",B-HOUSING
357,currently,I-HOUSING
357,"homeless,",I-HOUSING
357,arrives,I-HOUSING
357,by,I-HOUSING
357,bus,I-HOUSING
357,,I-HOUSING
357,has,I-HOUSING
357,to,I-HOUSING
357,leave,I-HOUSING
358,is,B-SMOKING
358,encouraged,I-SMOKING
358,to,I-SMOKING
358,work,I-SMOKING
358,on,I-SMOKING
358,reduction,I-SMOKING
358,of,I-SMOKING
358,smoking.,I-SMOKING
359,will,B-SMOKING
359,be,I-SMOKING
359,contacted,I-SMOKING
359,and,I-SMOKING
359,informed,I-SMOKING
359,of,I-SMOKING
359,recommendations,I-SMOKING
359,made,I-SMOKING
359,-,I-SMOKING
359,smoking,I-SMOKING
359,cessation,I-SMOKING
359,-,I-SMOKING
359,diflucan,I-SMOKING
360,schizophrenia.,B-MENTAL_HEALTH
361,,B-HOUSING
361,homeless.,I-HOUSING
362,",",B-HOUSING
362,currently,I-HOUSING
362,"homeless,",I-HOUSING
362,arrives,I-HOUSING
362,by,I-HOUSING
362,bus,I-HOUSING
362,,I-HOUSING
362,has,I-HOUSING
362,to,I-HOUSING
362,leave,I-HOUSING
363,oncology,B-SMOKING
363,-,I-SMOKING
363,f,I-SMOKING
363,,I-SMOKING
363,u,I-SMOKING
363,with,I-SMOKING
363,thoracic,I-SMOKING
363,surgery,I-SMOKING
363,-,I-SMOKING
363,smoking,I-SMOKING
363,cessation,I-SMOKING
363,-,I-SMOKING
363,rtc,I-SMOKING
363,after,I-SMOKING
363,above,I-SMOKING
363,thank,I-SMOKING
363,you,I-SMOKING
363,for,I-SMOKING
363,involving,I-SMOKING
363,me,I-SMOKING
363,in,I-SMOKING
363,the,I-SMOKING
364,to,B-SMOKING
364,smoking,I-SMOKING
364,cessation,I-SMOKING
364,resources,I-SMOKING
364,in,I-SMOKING
364,the,I-SMOKING
365,community,B-SOCIAL_SUPPORT
366,",",B-SMOKING
366,and,I-SMOKING
366,was,I-SMOKING
366,informed,I-SMOKING
366,that,I-SMOKING
366,patient,I-SMOKING
366,can,I-SMOKING
366,call,I-SMOKING
366,and,I-SMOKING
366,enroll,I-SMOKING
366,to,I-SMOKING
366,get,I-SMOKING
366,support,I-SMOKING
366,such,I-SMOKING
366,as,I-SMOKING
366,free,I-SMOKING
366,phone,I-SMOKING
366,"counseling,",I-SMOKING
366,nicotine,I-SMOKING
366,"patches,",I-SMOKING
366,gum,I-SMOKING
366,and,I-SMOKING
366,lozenges.,I-SMOKING
367,e,B-SMOKING
367,,I-SMOKING
367,currently,I-SMOKING
367,smokes,I-SMOKING
367,1,I-SMOKING
367,pack,I-SMOKING
367,of,I-SMOKING
367,cigarettes,I-SMOKING
367,daily.,I-SMOKING
368,he,B-SMOKING
368,went,I-SMOKING
368,one,I-SMOKING
368,month,I-SMOKING
368,without,I-SMOKING
368,cigarettes,I-SMOKING
368,while,I-SMOKING
368,on,I-SMOKING
368,the,I-SMOKING
368,nicotine,I-SMOKING
369,he,B-SMOKING
369,stopped,I-SMOKING
369,using,I-SMOKING
369,the,I-SMOKING
369,nicotine,I-SMOKING
370,schizophrenia.,B-MENTAL_HEALTH
371,,B-HOUSING
371,homeless.,I-HOUSING
372,"homeless,",B-HOUSING
372,arrives,I-HOUSING
372,by,I-HOUSING
372,bus,I-HOUSING
372,,I-HOUSING
372,has,I-HOUSING
372,to,I-HOUSING
372,leave,I-HOUSING
373,we,B-SMOKING
373,suggesting,I-SMOKING
373,trying,I-SMOKING
373,nicotine,I-SMOKING
373,gum,I-SMOKING
373,as,I-SMOKING
373,an,I-SMOKING
373,alternative,I-SMOKING
373,to,I-SMOKING
373,the,I-SMOKING
373,nicotine,I-SMOKING
374,-,B-SMOKING
374,smoking,I-SMOKING
374,"cessation,",I-SMOKING
374,nicotine,I-SMOKING
374,gum,I-SMOKING
374,discussed,I-SMOKING
375,schizophrenia,B-MENTAL_HEALTH
376,,B-HOUSING
376,homeless.,I-HOUSING
377,",",B-HOUSING
377,currently,I-HOUSING
377,"homeless,",I-HOUSING
377,arrives,I-HOUSING
377,by,I-HOUSING
377,bus,I-HOUSING
377,,I-HOUSING
377,has,I-HOUSING
377,to,I-HOUSING
377,leave,I-HOUSING
378,address,B-SOCIAL_SUPPORT
378,,I-SOCIAL_SUPPORT
378,family,I-SOCIAL_SUPPORT
379,history,B-SOCIAL_SUPPORT
379,,I-SOCIAL_SUPPORT
379,the,I-SOCIAL_SUPPORT
379,family,I-SOCIAL_SUPPORT
379,history,I-SOCIAL_SUPPORT
379,is,I-SOCIAL_SUPPORT
379,unre,I-SOCIAL_SUPPORT
380,he,B-SMOKING
380,is,I-SMOKING
380,interested,I-SMOKING
380,in,I-SMOKING
380,smoking,I-SMOKING
380,cessation,I-SMOKING
380,but,I-SMOKING
380,does,I-SMOKING
380,not,I-SMOKING
380,have,I-SMOKING
380,the,I-SMOKING
380,funds,I-SMOKING
380,for,I-SMOKING
380,nicotine,I-SMOKING
380,patches,I-SMOKING
380,,I-SMOKING
380,which,I-SMOKING
381,-,B-SMOKING
381,smoking,I-SMOKING
381,cessation,I-SMOKING
381,-,I-SMOKING
381,referred,I-SMOKING
381,to,I-SMOKING
381,pulmonary,I-SMOKING
381,medicine,I-SMOKING
381,for,I-SMOKING
381,copd,I-SMOKING
381,management,I-SMOKING
381,-,I-SMOKING
381,ct,I-SMOKING
382,he,B-SMOKING
382,quit,I-SMOKING
382,smoking,I-SMOKING
382,1,I-SMOKING
382,year,I-SMOKING
382,ago.,I-SMOKING
383,with,B-DRUG_USE
383,marijuana,I-DRUG_USE
384,heroin,B-DRUG_USE
385,family,B-SOCIAL_SUPPORT
385,history,I-SOCIAL_SUPPORT
385,,I-SOCIAL_SUPPORT
385,mr.,I-SOCIAL_SUPPORT
385,,I-SOCIAL_SUPPORT
385,personal,I-SOCIAL_SUPPORT
386,no,B-SOCIAL_SUPPORT
386,significant,I-SOCIAL_SUPPORT
386,family,I-SOCIAL_SUPPORT
386,history,I-SOCIAL_SUPPORT
386,of,I-SOCIAL_SUPPORT
386,cancer,I-SOCIAL_SUPPORT
387,he,B-SMOKING
387,quit,I-SMOKING
387,smoking,I-SMOKING
387,1,I-SMOKING
387,year,I-SMOKING
387,ago.,I-SMOKING
388,with,B-DRUG_USE
388,marijuana,I-DRUG_USE
389,heroin,B-DRUG_USE
390,family,B-SOCIAL_SUPPORT
390,history,I-SOCIAL_SUPPORT
390,,I-SOCIAL_SUPPORT
390,mr.,I-SOCIAL_SUPPORT
390,,I-SOCIAL_SUPPORT
390,personal,I-SOCIAL_SUPPORT
391,no,B-SOCIAL_SUPPORT
391,significant,I-SOCIAL_SUPPORT
391,family,I-SOCIAL_SUPPORT
391,history,I-SOCIAL_SUPPORT
391,of,I-SOCIAL_SUPPORT
391,cancer,I-SOCIAL_SUPPORT
392,he,B-SMOKING
392,quit,I-SMOKING
392,smoking,I-SMOKING
392,1,I-SMOKING
392,year,I-SMOKING
392,ago.,I-SMOKING
393,with,B-DRUG_USE
393,marijuana,I-DRUG_USE
394,heroin,B-DRUG_USE
395,family,B-SOCIAL_SUPPORT
395,history,I-SOCIAL_SUPPORT
395,,I-SOCIAL_SUPPORT
395,mr.,I-SOCIAL_SUPPORT
395,,I-SOCIAL_SUPPORT
395,personal,I-SOCIAL_SUPPORT
396,no,B-SOCIAL_SUPPORT
396,significant,I-SOCIAL_SUPPORT
396,family,I-SOCIAL_SUPPORT
396,history,I-SOCIAL_SUPPORT
396,of,I-SOCIAL_SUPPORT
396,cancer,I-SOCIAL_SUPPORT
397,he,B-SMOKING
397,quit,I-SMOKING
397,smoking,I-SMOKING
397,1,I-SMOKING
397,year,I-SMOKING
397,ago.,I-SMOKING
398,with,B-DRUG_USE
398,marijuana,I-DRUG_USE
399,heroin,B-DRUG_USE
400,family,B-SOCIAL_SUPPORT
400,history,I-SOCIAL_SUPPORT
400,,I-SOCIAL_SUPPORT
400,mr.,I-SOCIAL_SUPPORT
400,,I-SOCIAL_SUPPORT
400,personal,I-SOCIAL_SUPPORT
401,no,B-SOCIAL_SUPPORT
401,significant,I-SOCIAL_SUPPORT
401,family,I-SOCIAL_SUPPORT
401,history,I-SOCIAL_SUPPORT
401,of,I-SOCIAL_SUPPORT
401,cancer,I-SOCIAL_SUPPORT
402,he,B-SMOKING
402,quit,I-SMOKING
402,smoking,I-SMOKING
402,1,I-SMOKING
402,year,I-SMOKING
402,ago.,I-SMOKING
403,with,B-DRUG_USE
403,marijuana,I-DRUG_USE
404,heroin,B-DRUG_USE
405,family,B-SOCIAL_SUPPORT
405,history,I-SOCIAL_SUPPORT
405,,I-SOCIAL_SUPPORT
405,mr.,I-SOCIAL_SUPPORT
405,,I-SOCIAL_SUPPORT
405,personal,I-SOCIAL_SUPPORT
406,no,B-SOCIAL_SUPPORT
406,significant,I-SOCIAL_SUPPORT
406,family,I-SOCIAL_SUPPORT
406,history,I-SOCIAL_SUPPORT
406,of,I-SOCIAL_SUPPORT
406,cancer,I-SOCIAL_SUPPORT
407,list,B-SOCIAL_SUPPORT
407,has,I-SOCIAL_SUPPORT
407,been,I-SOCIAL_SUPPORT
407,reviewed,I-SOCIAL_SUPPORT
407,with,I-SOCIAL_SUPPORT
407,patient,I-SOCIAL_SUPPORT
407,,I-SOCIAL_SUPPORT
407,family.,I-SOCIAL_SUPPORT
408,denies,B-ALCOHOL_USE
408,any,I-ALCOHOL_USE
408,alcohol,I-ALCOHOL_USE
408,no,I-ALCOHOL_USE
408,current,I-ALCOHOL_USE
409,heroin,B-DRUG_USE
410,family,B-SOCIAL_SUPPORT
410,history,I-SOCIAL_SUPPORT
410,,I-SOCIAL_SUPPORT
410,none,I-SOCIAL_SUPPORT
410,significant,I-SOCIAL_SUPPORT
410,that,I-SOCIAL_SUPPORT
410,they,I-SOCIAL_SUPPORT
410,are,I-SOCIAL_SUPPORT
410,aware,I-SOCIAL_SUPPORT
410,of.,I-SOCIAL_SUPPORT
411,,B-MENTAL_HEALTH
411,awake,I-MENTAL_HEALTH
411,and,I-MENTAL_HEALTH
411,"alert,",I-MENTAL_HEALTH
411,sitting,I-MENTAL_HEALTH
411,comfortably,I-MENTAL_HEALTH
411,in,I-MENTAL_HEALTH
411,a,I-MENTAL_HEALTH
411,"chair,",I-MENTAL_HEALTH
411,in,I-MENTAL_HEALTH
411,no,I-MENTAL_HEALTH
411,acute,I-MENTAL_HEALTH
411,distress,I-MENTAL_HEALTH
412,he,B-SMOKING
412,quit,I-SMOKING
412,smoking,I-SMOKING
412,1,I-SMOKING
412,year,I-SMOKING
412,ago.,I-SMOKING
413,with,B-DRUG_USE
413,marijuana,I-DRUG_USE
414,heroin,B-DRUG_USE
415,family,B-SOCIAL_SUPPORT
415,history,I-SOCIAL_SUPPORT
415,,I-SOCIAL_SUPPORT
415,mr.,I-SOCIAL_SUPPORT
415,,I-SOCIAL_SUPPORT
415,personal,I-SOCIAL_SUPPORT
416,no,B-SOCIAL_SUPPORT
416,significant,I-SOCIAL_SUPPORT
416,family,I-SOCIAL_SUPPORT
416,history,I-SOCIAL_SUPPORT
416,of,I-SOCIAL_SUPPORT
416,cancer,I-SOCIAL_SUPPORT
417,anxiety,B-MENTAL_HEALTH
